"locus"	"Half-life"	"RPKM"
BCE_5421	NA	NA
BCE_5422	NA	NA
BCE_5423	NA	NA
BCE_5424	NA	NA
BCE_5425	NA	NA
BCE_5426	NA	NA
BCE_5427	3.8	54
BCE_5428	5.5	39
BCE_5429	9.0	1369
BCE_5430	8.6	2092
BCE_5431	8.0	3065
BCE_5432	7.3	2956
BCE_5433	5.8	3529
BCE_5434	5.1	3140
BCE_5435	5.3	3514
BCE_5436	6.0	1925
BCE_5437	NA	698
BCE_5438	2.3	368
BCE_5439	2.3	508
BCE_5440	5.7	1106
BCE_5441	9.8	207
BCE_5442	5.5	641
BCE_5443	5.1	250
BCE_5444	NA	63
BCE_5445	4.5	130
BCE_5446	NA	NA
BCE_5447	3.0	21
BCE_5448	2.6	81
BCE_5449	2.0	61
BCE_5450	1.7	83
BCE_5451	NA	39
BCE_5452	2.4	65
BCE_5453	0.9	29
BCE_5454	NA	NA
BCE_5455	3.9	87
BCE_5456	3.8	607
BCE_5457	3.9	344
BCE_5458	NA	10708
BCE_5459	8.0	10
BCE_5460	4.7	394
BCE_5461	4.9	134
BCE_5462	5.3	552
BCE_5463	4.8	1063
BCE_5464	4.2	1324
BCE_5465	NA	2318
BCE_5466	3.2	45
BCE_5467	3.6	81
BCE_5468	4.2	610
BCE_5469	NA	1026
BCE_5470	4.6	1281
BCE_5471	NA	NA
BCE_5472	NA	NA
BCE_5473	NA	NA
BCE_5474	NA	NA
BCE_5475	NA	NA
BCE_5476	NA	NA
BCE_5477	NA	NA
BCE_5478	0.6	49
BCE_5479	NA	21
BCE_5480	NA	5536
BCE_5481	2.2	59
BCE_5482	NA	18
BCE_5483	2.8	11
BCE_5484	NA	NA
BCE_5485	NA	NA
BCE_5486	3.5	262
BCE_5487	2.4	395
BCE_5488	NA	NA
BCE_5489	6.8	42
BCE_5490	NA	6
BCE_5491	NA	NA
BCE_5492	NA	9
BCE_5493	2.0	339
BCE_5494	1.4	457
BCE_5495	NA	NA
BCE_5496	NA	NA
BCE_5497	3.5	57
BCE_5498	8.5	213
BCE_5499	6.9	221
BCE_5500	5.1	364
BCE_5501	6.7	13
BCE_5502	NA	32
BCE_5503	2.5	24
BCE_5504	1.8	6
BCE_5505	2.5	199
BCE_5506	2.6	111
BCE_5507	NA	344
BCE_5508	2.8	98
BCE_5509	5.6	1068
BCE_5510	1.8	378
BCE_5511	1.6	365
BCE_5512	1.6	226
BCE_5513	1.0	150
BCE_5514	3.5	7
BCE_5515	2.2	178
BCE_5516	6.5	1132
BCE_5517	NA	216
BCE_5518	3.6	83
BCE_5519	4.9	12
BCE_5520	2.8	8
BCE_5521	2.7	53
BCE_5522	NA	79
BCE_5523	NA	47
BCE_5524	3.8	63
BCE_5525	3.1	126
BCE_5526	1.5	484
BCE_5527	1.4	78
BCE_5528	2.3	31
BCE_5529	1.5	17
BCE_5530	1.1	24
BCE_5531	1.5	7
BCE_5532	2.1	10
BCE_5533	NA	NA
BCE_5534	NA	NA
BCE_5535	NA	NA
BCE_5536	NA	18
BCE_5537	3.1	10
BCE_5538	NA	NA
BCE_5539	1.6	495
BCE_5540	1.1	36
BCE_5541	1.1	20
BCE_5542	4.3	228
BCE_5543	0.7	18
BCE_5544	4.1	9
BCE_5545	2.7	8
BCE_5546	NA	NA
BCE_5547	3.5	8
BCE_5548	1.9	177
BCE_5549	1.9	120
BCE_5550	1.4	273
BCE_5551	1.4	103
BCE_5552	1.6	63
BCE_5553	NA	41
BCE_5554	1.7	74
BCE_5555	1.5	716
BCE_5556	NA	NA
BCE_5557	NA	69
BCE_5558	NA	331
BCE_5559	NA	NA
BCE_5560	0.6	37
BCE_5561	1.9	143
BCE_5562	NA	40
BCE_5563	NA	NA
BCE_5564	3.0	181
BCE_5565	1.2	132
BCE_5566	1.2	264
BCE_5567	0.7	22
BCE_5568	4.3	61
BCE_5569	5.8	53
BCE_5570	1.1	108
BCE_5571	NA	NA
BCE_5572	NA	NA
BCE_5573	1.3	39
BCE_5574	1.6	21
BCE_5575	NA	14
BCE_5576	NA	9
BCE_5577	NA	NA
BCE_5578	NA	37
BCE_5579	10.9	29
BCE_5580	NA	25
BCE_5581	NA	10
BCE_5582	0.7	28
BCE_5583	NA	12
BCE_5584	1.9	26
BCE_5585	1.6	34
BCE_5586	1.5	40
BCE_5587	1.9	31
BCE_5588	2.2	197
BCE_5589	NA	39
BCE_5590	NA	27
BCE_5591	NA	26
BCE_5592	1.6	52
BCE_5593	NA	NA
BCE_5594	1.7	46
BCE_5595	NA	30
BCE_5596	2.1	12
BCE_5597	NA	98
BCE_5598	3.1	7
BCE_5599	NA	6
BCE_5600	NA	NA
BCE_5601	NA	NA
BCE_5602	1.9	16
BCE_5603	1.1	16
BCE_5604	1.8	20
BCE_5605	2.5	77
BCE_5606	2.3	110
BCE_5607	2.0	114
BCE_5608	2.5	100
BCE_5609	2.4	186
BCE_5610	2.0	179
BCE_5611	1.9	176
BCE_5612	1.7	196
BCE_5613	1.8	160
BCE_5614	1.9	187
BCE_5615	2.0	209
BCE_5616	NA	1874
BCE_5617	3.8	904
BCE_5618	2.9	422
BCE_5619	3.5	471
BCE_5620	2.4	609
BCE_5621	2.3	512
BCE_5622	1.8	106
BCE_5623	*	7602
BCE_5624	4.8	10863
BCE_5625	4.4	9238
BCE_5626	3.4	282
BCE_5627	2.8	260
BCE_5628	1.3	162
BCE_5629	NA	NA
BCE_5630	3.5	170
BCE_5631	2.6	166
BCE_5632	2.6	360
BCE_5633	2.5	434
BCE_5634	2.1	487
BCE_5635	2.1	376
BCE_5636	2.6	639
BCE_5637	2.5	1134
BCE_5638	2.2	653
BCE_5639	2.3	2987
BCE_5640	NA	NA
BCE_5641	NA	NA
BCE_5642	1.8	4881
BCE_5643	NA	NA
BCE_5644	NA	NA
BCE_5645	NA	77
BCE_5646	NA	72
BCE_5647	NA	418
BCE_5648	NA	434
BCE_5649	NA	318
BCE_5650	NA	288
BCE_5651	NA	1077
BCE_5652	NA	174
BCE_5653	NA	146
BCE_5654	1.8	170
BCE_5655	2.1	81
BCE_5656	NA	12
BCE_5657	1.0	56
BCE_5658	1.0	62
BCE_5659	NA	26
BCE_5660	NA	26
BCE_5661	NA	22
BCE_5662	NA	129
BCE_5663	NA	128
BCE_5664	1.5	82
BCE_5665	NA	231
BCE_5666	NA	278
BCE_5667	NA	794
BCE_5668	NA	18
BCE_5669	NA	NA
BCE_5670	NA	NA
BCE_5671	1.6	546
BCE_5672	1.6	831
BCE_5673	NA	465
BCE_5674	NA	220
BCE_5675	NA	222
BCE_5676	NA	139
BCE_5677	1.5	236
BCE_5678	NA	662
BCE_5679	NA	798
BCE_5680	NA	759
BCE_5681	NA	568
BCE_5682	0.7	256
BCE_5683	1.4	1111
BCE_5684	NA	1059
BCE_5685	1.3	2174
BCE_5686	NA	22
BCE_5687	NA	576
BCE_5688	NA	262
BCE_5689	NA	296
BCE_5690	NA	1056
BCE_5691	NA	1275
BCE_5692	NA	180
BCE_5693	NA	NA
BCE_5694	NA	38
BCE_5695	NA	102
BCE_5696	NA	329
BCE_5697	NA	538
BCE_5698	1.1	212
BCE_5699	1.5	249
BCE_5700	NA	78
BCE_5701	NA	135
BCE_5702	0.9	324
BCE_5703	NA	232
BCE_5704	NA	129
BCE_5705	NA	101
BCE_5706	NA	69
BCE_5707	NA	NA
BCE_5708	NA	79
BCE_5709	NA	NA
BCE_5710	1.3	170
BCE_5711	0.6	640
BCE_5712	0.9	677
BCE_5713	2.2	248
BCE_5714	2.7	216
BCE_5715	NA	288
BCE_5716	NA	381
BCE_5717	NA	382
BCE_5718	NA	127
BCE_5719	NA	360
BCE_5720	1.5	504
BCE_5721	0.7	482
BCE_5722	1.1	1323
BCE_5723	NA	783
BCE_5724	NA	245
BCE_5725	NA	135
BCE_5726	NA	144
BCE_5727	NA	7
BCE_5728	NA	176
BCE_5729	NA	923
BCE_5730	NA	1215
BCE_5731	NA	607
BCE_5732	1.8	560
BCE_5733	NA	NA
BCE_5734	NA	11
BCE_5735	NA	NA
BCE_5736	NA	13
BCE_5737	NA	15
BCE_5738	NA	47
BCE_5739	NA	NA
BCE_5740	NA	NA
BCE_5741	NA	NA
BCE_5742	NA	NA
BCE_5743	NA	NA
BCE_5744	NA	NA
BCE_5745	2.7	297
BCE_5746	NA	76
BCE_5747	NA	9
BCE_5748	NA	NA
BCE_5749	NA	1200
BCE_5750	NA	NA
BCE_5751	NA	NA
BCE_5752	NA	618
BCE_5753	NA	NA
BCE_5754	NA	NA
BCE_5755	NA	NA
BCE_5756	NA	2623
BCE_5757	NA	NA
BCE_5758	NA	NA
BCE_5759	NA	NA
BCE_5760	NA	112
BCE_5761	NA	216
BCE_5762	NA	NA
BCE_5763	NA	NA
BCE_5764	NA	NA
BCE_5765	NA	662
BCE_5766	NA	3050
BCE_5767	1.4	727
BCE_5768	NA	6
BCE_5769	NA	1674
BCE_5770	NA	484
BCE_5771	1.7	676
BCE_5772	NA	NA
BCE_5773	NA	NA
BCE_A0001	NA	NA
BCE_A0002	NA	NA
BCE_A0003	NA	NA
BCE_A0004	NA	NA
BCE_A0005	NA	NA
BCE_A0006	NA	NA
BCE_A0007	NA	NA
BCE_A0008	0.8	6
BCE_A0009	NA	NA
BCE_A0010	NA	13
BCE_A0011	NA	23
BCE_A0012	3.4	30
BCE_A0013	NA	29
BCE_A0014	1.7	11
BCE_A0015	NA	NA
BCE_A0016	1.9	38
BCE_A0017	2.0	10
BCE_A0018	NA	8
BCE_A0019	NA	19
BCE_A0020	2.0	12
BCE_A0021	NA	7
BCE_A0022	3.0	71
BCE_A0023	2.6	49
BCE_A0024	5.3	11
BCE_A0025	4.1	10
BCE_A0026	2.9	9
BCE_A0027	NA	9
BCE_A0028	5.2	167
BCE_A0029	NA	NA
BCE_A0030	3.6	11
BCE_A0031	3.3	20
BCE_A0032	NA	38
BCE_A0033	7.2	38
BCE_A0034	9.2	167
BCE_A0035	10.9	218
BCE_A0036	NA	42
BCE_A0037	NA	28
BCE_A0038	NA	36
BCE_A0039	NA	20
BCE_A0040	3.9	24
BCE_A0041	2.3	11
BCE_A0042	NA	NA
BCE_A0043	NA	NA
BCE_A0044	NA	NA
BCE_A0045	NA	NA
BCE_A0046	4.3	21
BCE_A0047	5.0	20
BCE_A0048	5.9	38
BCE_A0049	NA	21
BCE_A0050	3.6	12
BCE_A0051	3.2	19
BCE_A0052	3.2	20
BCE_A0053	1.5	20
BCE_A0054	2.3	25
BCE_A0055	NA	15
BCE_A0056	NA	NA
BCE_A0057	NA	NA
BCE_A0058	NA	NA
BCE_A0059	2.0	7
BCE_A0060	3.9	249
BCE_A0061	2.4	18
BCE_A0062	1.9	17
BCE_A0063	1.9	13
BCE_A0064	NA	8
BCE_A0065	NA	17
BCE_A0066	NA	NA
BCE_A0067	NA	NA
BCE_A0068	4.5	211
BCE_A0069	3.6	75
BCE_A0070	3.9	95
BCE_A0071	1.0	19
BCE_A0072	2.6	19
BCE_A0073	3.1	7
BCE_A0074	NA	NA
BCE_A0075	NA	NA
BCE_A0076	NA	NA
BCE_A0077	2.8	34
BCE_A0078	2.3	22
BCE_A0079	NA	359
BCE_A0080	6.1	627
BCE_A0081	3.6	23
BCE_A0082	NA	18
BCE_A0083	NA	27
BCE_A0084	NA	17
BCE_A0085	6.8	47
BCE_A0086	15+	25
BCE_A0087	6.4	107
BCE_A0088	NA	109
BCE_A0089	NA	79
BCE_A0090	9.0	33
BCE_A0091	15+	51
BCE_A0092	5.5	39
BCE_A0093	4.9	26
BCE_A0094	NA	20
BCE_A0095	NA	40
BCE_A0096	NA	21
BCE_A0097	NA	30
BCE_A0098	NA	18
BCE_A0099	9.4	18
BCE_A0100	NA	18
BCE_A0101	NA	6
BCE_A0102	NA	21
BCE_A0103	4.0	20
BCE_A0104	NA	5
BCE_A0105	NA	NA
BCE_A0106	2.7	23
BCE_A0107	NA	16
BCE_A0108	NA	10
BCE_A0109	NA	NA
BCE_A0110	1.3	27
BCE_A0111	NA	NA
BCE_A0112	NA	NA
BCE_A0113	1.4	8
BCE_A0114	NA	11
BCE_A0115	NA	11
BCE_A0116	3.6	19
BCE_A0117	5.1	132
BCE_A0118	12.7	161
BCE_A0119	NA	NA
BCE_A0120	NA	NA
BCE_A0121	6.5	67
BCE_A0122	NA	40
BCE_A0123	9.9	36
BCE_A0124	NA	28
BCE_A0125	8.0	37
BCE_A0126	1.3	20
BCE_A0127	2.2	24
BCE_A0128	NA	9
BCE_A0129	2.3	9
BCE_A0130	NA	6
BCE_A0131	NA	6
BCE_A0132	NA	NA
BCE_A0133	NA	14
BCE_A0134	2.8	5
BCE_A0135	NA	7
BCE_A0136	2.0	14
BCE_A0137	1.4	8
BCE_A0138	NA	10
BCE_A0139	NA	15
BCE_A0140	NA	NA
BCE_A0141	1.0	8
BCE_A0142	NA	NA
BCE_A0143	NA	NA
BCE_A0144	NA	NA
BCE_A0145	1.3	26
BCE_A0146	NA	NA
BCE_A0147	NA	7
BCE_A0148	NA	7
BCE_A0149	NA	355
BCE_A0150	3.4	682
BCE_A0151	1.8	58
BCE_A0152	3.0	25
BCE_A0153	NA	41
BCE_A0154	3.7	23
BCE_A0155	NA	11
BCE_A0156	3.7	23
BCE_A0157	5.1	18
BCE_A0158	3.1	60
BCE_A0159	3.1	13
BCE_A0160	NA	23
BCE_A0161	NA	NA
BCE_A0162	NA	NA
BCE_A0163	NA	NA
BCE_A0164	NA	NA
BCE_A0165	NA	NA
BCE_A0166	NA	NA
BCE_A0167	1.6	27
BCE_A0168	NA	5
BCE_A0169	NA	NA
BCE_A0170	NA	NA
BCE_A0171	NA	8
BCE_A0172	1.5	15
BCE_A0173	NA	NA
BCE_A0174	NA	NA
BCE_A0175	NA	NA
BCE_A0176	NA	NA
BCE_A0177	NA	NA
BCE_A0178	NA	9
BCE_A0179	NA	7
BCE_A0180	NA	NA
BCE_A0181	NA	14
BCE_A0182	4.0	17
BCE_A0183	NA	6
BCE_A0184	1.2	6
BCE_A0185	NA	NA
BCE_A0186	NA	NA
BCE_A0187	NA	NA
BCE_A0188	NA	70
BCE_A0189	NA	9
BCE_A0190	NA	NA
BCE_A0191	NA	NA
BCE_A0192	NA	NA
BCE_A0193	NA	NA
BCE_A0194	1.4	12
BCE_A0195	NA	NA
BCE_A0196	NA	NA
BCE_A0197	NA	NA
BCE_A0198	NA	NA
BCE_A0199	NA	NA
BCE_A0200	NA	NA
BCE_A0201	NA	NA
BCE_A0202	NA	NA
BCE_A0203	2.8	15
BCE_A0204	NA	NA
BCE_A0205	NA	NA
BCE_A0206	NA	NA
BCE_A0207	NA	NA
BCE_A0208	NA	NA
BCE_A0209	NA	NA
BCE_A0210	NA	9
BCE_A0211	NA	NA
BCE_A0212	NA	NA
BCE_A0213	NA	8
BCE_A0214	NA	10
BCE_A0215	NA	7
BCE_A0216	1.1	18
BCE_A0217	NA	15
BCE_A0218	NA	NA
BCE_A0219	NA	NA
BCE_A0220	NA	NA
BCE_A0221	1.6	109
BCE_A0222	NA	193
BCE_A0223	2.2	49
BCE_A0224	NA	60
BCE_A0225	2.0	16
BCE_A0226	1.3	25
BCE_A0227	1.7	22
BCE_A0228	3.1	336
BCE_A0229	6.0	16
BCE_A0230	5.2	68
BCE_A0231	3.2	29
BCE_A0232	0.8	12
BCE_A0233	NA	NA
BCE_A0234	1.0	16
BCE_A0235	1.5	79
BCE_A0236	NA	28
BCE_A0237	NA	NA
BCE_A0238	2.6	14
BCE_A0239	3.2	14
BCE_A0240	3.0	23
BCE_A0241	NA	NA
BCE_A0242	NA	NA
TU_212876-213053_chr	1.2	35
TU_361539-361757_chr	NA	13
TU_500907-501082_chr	NA	21
TU_504184-504449_chr	NA	4714
TU_828624-829048_chr	1.0	128
TU_836959-837133_chr	3.0	10
TU_838069-838232_chr	NA	263
TU_881538-881924_chr	2.1	33
TU_881934-882258_chr	NA	8
TU_1092966-1093422_chr	0.9	14
TU_1142034-1142176_chr	NA	27
TU_1163233-1163358_chr	NA	7
TU_1170569-1170714_chr	NA	16
TU_1981256-1981483_chr	3.9	71
TU_2118807-2119095_chr	NA	5
TU_2153064-2153313_chr	NA	35
TU_2364902-2365106_chr	NA	6
TU_2486795-2487043_chr	3.0	37
TU_2493400-2493598_chr	NA	14
TU_3123720-3124099_chr	NA	8
TU_3236607-3236752_chr	NA	7
TU_3255870-3256089_chr	NA	10
TU_3289949-3290183_chr	1.4	8
TU_3298996-3299216_chr	1.8	48
TU_3826098-3826350_chr	NA	8
TU_3835984-3836175_chr	NA	21
TU_4178893-4179038_chr	NA	350
TU_4191989-4192144_chr	NA	9
TU_4689937-4690174_chr	NA	17
TU_4806963-4807079_chr	NA	14
TU_8402-8571_pl	NA	7
TU_62115-62330_pl	NA	13
TU_178445-178547_pl	NA	35
TU_202047-202260_pl	NA	9
